Order ID,Order Date,Category,Sub-Category,Region,Ship Mode,Sales
463,2021-01-16,Office Supplies,Paper,South,Second Class,647.93
464,2022-06-10,Furniture,Bookcases,West,Same Day,290.03
465,2022-12-18,Furniture,Chairs,Central,First Class,305.36
466,2021-07-06,Furniture,Chairs,Central,Standard Class,464.88
467,2023-02-08,Technology,Accessories,West,First Class,266.28
468,2022-10-22,Technology,Accessories,East,Same Day,518.3
469,2021-03-15,Technology,Copiers,East,First Class,162.61
470,2022-12-17,Technology,Accessories,East,Standard Class,634.28
471,2023-08-28,Office Supplies,Storage,South,First Class,173.27
472,2022-12-06,Office Supplies,Storage,South,Second Class,650.27
473,2021-11-11,Furniture,Bookcases,Central,Second Class,177.14
474,2022-10-21,Technology,Accessories,South,Second Class,199.31
475,2021-04-08,Furniture,Chairs,West,Same Day,101.61
476,2023-01-22,Furniture,Chairs,West,First Class,128.84
477,2022-10-03,Technology,Accessories,East,Same Day,243.34
478,2021-03-12,Technology,Accessories,West,Same Day,298.15
479,2023-07-07,Office Supplies,Paper,South,First Class,493.16
480,2022-01-08,Technology,Accessories,West,Standard Class,210.81
481,2021-12-22,Technology,Phones,East,Second Class,331.61
482,2021-01-06,Technology,Accessories,West,Standard Class,283.64
483,2023-03-08,Office Supplies,Binders,West,First Class,358.0
484,2022-09-28,Technology,Accessories,South,Same Day,145.72
485,2023-10-02,Technology,Accessories,East,Same Day,160.63
486,2023-03-11,Technology,Phones,South,Second Class,145.77
487,2022-07-18,Office Supplies,Paper,West,Second Class,558.17
488,2022-08-31,Technology,Accessories,Central,First Class,638.31
489,2021-10-25,Office Supplies,Storage,East,Same Day,154.96
490,2023-01-13,Office Supplies,Storage,South,Same Day,157.59
491,2023-01-26,Office Supplies,Binders,West,Same Day,393.69
492,2021-01-07,Furniture,Bookcases,East,Standard Class,685.36
493,2023-09-09,Technology,Phones,Central,Second Class,783.95
494,2021-08-02,Furniture,Chairs,South,Same Day,149.12
495,2023-05-25,Technology,Phones,West,Second Class,182.19
496,2022-05-14,Office Supplies,Binders,West,Second Class,309.54
497,2021-11-09,Furniture,Tables,West,Same Day,320.52
498,2021-02-04,Technology,Copiers,East,First Class,217.28
499,2023-08-09,Furniture,Tables,South,Same Day,125.09
500,2021-12-09,Technology,Accessories,West,Same Day,243.64
501,2021-05-27,Technology,Phones,East,Same Day,783.41
502,2022-12-17,Technology,Copiers,West,First Class,162.56
503,2023-03-05,Office Supplies,Binders,West,Second Class,295.89
504,2022-01-01,Furniture,Bookcases,West,Same Day,1128.04
505,2023-01-09,Office Supplies,Paper,South,First Class,160.64
506,2021-04-11,Technology,Accessories,West,Second Class,406.66
507,2022-08-20,Furniture,Tables,West,Standard Class,805.23
508,2021-04-18,Furniture,Chairs,East,Standard Class,382.71
509,2022-09-30,Office Supplies,Paper,South,Standard Class,532.03
510,2022-08-27,Furniture,Chairs,Central,Standard Class,444.92
511,2022-12-02,Technology,Phones,South,Standard Class,361.66
512,2021-05-11,Furniture,Bookcases,Central,First Class,624.53
513,2022-02-13,Furniture,Tables,West,Second Class,397.84
514,2021-12-17,Office Supplies,Binders,West,First Class,219.01
515,2023-09-05,Technology,Copiers,Central,Second Class,279.5
516,2022-07-14,Office Supplies,Paper,South,Standard Class,328.4
517,2021-04-01,Technology,Copiers,West,First Class,181.3
518,2023-02-09,Office Supplies,Paper,East,Second Class,288.86
519,2023-07-16,Technology,Phones,West,Same Day,259.1
520,2022-11-13,Technology,Phones,West,Standard Class,396.99
521,2023-06-12,Office Supplies,Binders,East,First Class,946.46
522,2022-02-23,Furniture,Chairs,East,Same Day,301.47
523,2022-09-13,Technology,Accessories,Central,Same Day,696.78
524,2023-02-12,Furniture,Tables,South,Same Day,387.16
525,2021-06-23,Furniture,Tables,South,Standard Class,287.91
526,2022-03-14,Technology,Phones,West,First Class,173.13
527,2021-11-22,Office Supplies,Binders,West,Second Class,289.5
528,2021-02-18,Furniture,Tables,Central,Same Day,276.64
529,2023-05-25,Technology,Accessories,South,Standard Class,137.45
530,2023-06-21,Technology,Accessories,East,First Class,156.63
531,2021-04-15,Technology,Phones,East,Second Class,330.39
532,2021-02-26,Technology,Phones,Central,Second Class,692.22
533,2021-12-03,Technology,Copiers,East,Same Day,237.48
534,2023-03-18,Office Supplies,Paper,Central,Second Class,61.37
535,2023-06-30,Office Supplies,Binders,South,Standard Class,99.8
536,2021-06-30,Office Supplies,Paper,South,Second Class,413.79
537,2021-09-05,Office Supplies,Binders,West,Standard Class,75.0
538,2022-02-07,Office Supplies,Storage,South,First Class,459.87
539,2023-07-11,Furniture,Bookcases,South,Standard Class,398.23
540,2022-11-06,Office Supplies,Paper,East,Standard Class,231.28
541,2022-12-16,Furniture,Chairs,East,First Class,138.52
542,2022-02-08,Technology,Phones,East,Same Day,206.13
543,2022-04-03,Office Supplies,Paper,East,Standard Class,324.56
544,2022-09-12,Technology,Phones,West,Second Class,77.52
545,2021-04-05,Technology,Copiers,Central,Same Day,646.76
546,2022-02-22,Furniture,Chairs,East,First Class,322.41
547,2021-09-03,Technology,Accessories,West,Second Class,349.29
548,2023-03-15,Office Supplies,Storage,South,First Class,396.26
549,2022-03-30,Office Supplies,Paper,East,First Class,605.83
550,2023-03-14,Furniture,Tables,East,First Class,290.02
551,2021-11-02,Office Supplies,Paper,West,Second Class,413.97
552,2021-03-10,Technology,Accessories,Central,Same Day,140.56
553,2023-04-14,Office Supplies,Binders,West,Same Day,786.06
554,2022-10-26,Office Supplies,Binders,West,Same Day,275.64
555,2023-05-16,Office Supplies,Binders,West,Standard Class,139.95
556,2022-05-01,Technology,Copiers,South,First Class,173.17
557,2022-06-06,Furniture,Chairs,West,First Class,33.58
558,2023-05-18,Office Supplies,Storage,Central,Standard Class,172.24
559,2022-10-01,Office Supplies,Storage,East,Second Class,13.09
560,2021-11-21,Office Supplies,Paper,Central,First Class,435.13
561,2023-05-11,Furniture,Chairs,South,Second Class,341.77
562,2022-02-16,Office Supplies,Paper,Central,Same Day,105.61
563,2021-07-22,Furniture,Chairs,Central,First Class,240.87
564,2021-04-04,Technology,Copiers,West,Standard Class,249.3
565,2023-11-17,Furniture,Bookcases,East,First Class,86.09
566,2021-10-06,Technology,Accessories,East,First Class,209.61
567,2023-06-16,Office Supplies,Storage,East,Same Day,255.24
568,2023-09-04,Furniture,Chairs,South,First Class,205.12
569,2022-11-25,Furniture,Tables,East,Second Class,139.82
570,2023-06-22,Furniture,Chairs,South,Standard Class,101.87
571,2022-04-02,Furniture,Chairs,South,Second Class,199.42
572,2021-12-31,Office Supplies,Binders,East,First Class,154.9
573,2023-01-20,Office Supplies,Binders,South,Standard Class,378.08
574,2022-11-15,Technology,Copiers,East,Second Class,630.69
575,2021-04-07,Office Supplies,Paper,West,Second Class,475.2
576,2021-12-13,Office Supplies,Storage,East,Standard Class,261.73
577,2022-07-04,Furniture,Tables,West,Second Class,144.48
578,2023-09-26,Furniture,Tables,East,Same Day,466.51
579,2023-04-10,Technology,Phones,Central,Second Class,394.28
580,2023-10-20,Office Supplies,Binders,South,Second Class,601.73
581,2023-06-09,Office Supplies,Binders,East,Standard Class,290.25
582,2023-08-22,Furniture,Chairs,South,First Class,759.36
583,2022-11-10,Office Supplies,Storage,East,First Class,290.32
584,2023-03-21,Technology,Copiers,East,Second Class,143.88
585,2021-04-15,Office Supplies,Paper,Central,First Class,167.52
586,2023-07-14,Office Supplies,Storage,South,Standard Class,365.53
587,2021-10-20,Technology,Copiers,Central,First Class,154.55
588,2023-12-18,Furniture,Tables,East,Same Day,755.94
589,2022-04-03,Technology,Copiers,South,Standard Class,344.37
590,2023-07-14,Furniture,Tables,East,Same Day,257.43
591,2021-10-01,Office Supplies,Storage,South,Same Day,273.97
592,2023-11-18,Office Supplies,Storage,West,Same Day,203.4
593,2021-10-23,Office Supplies,Storage,Central,Standard Class,46.1
594,2023-01-03,Furniture,Bookcases,Central,Second Class,167.62
595,2022-03-17,Technology,Phones,Central,Second Class,695.45
596,2023-04-17,Office Supplies,Paper,West,Same Day,296.03
597,2022-09-20,Technology,Copiers,South,First Class,512.53
598,2021-07-15,Furniture,Bookcases,South,First Class,522.46
599,2022-03-07,Furniture,Tables,East,Same Day,242.62
600,2021-10-09,Office Supplies,Storage,East,Same Day,398.79
601,2022-08-01,Furniture,Chairs,West,Standard Class,52.13
602,2022-02-04,Office Supplies,Binders,South,Standard Class,658.79
603,2022-04-24,Furniture,Bookcases,West,Same Day,623.8
604,2022-08-21,Office Supplies,Paper,South,Same Day,358.39
605,2022-02-25,Furniture,Bookcases,Central,Standard Class,303.95
606,2023-01-10,Technology,Phones,East,Same Day,245.08
607,2021-10-17,Technology,Phones,Central,First Class,552.8
608,2021-07-28,Furniture,Tables,Central,Second Class,431.19
609,2022-06-24,Technology,Phones,East,Same Day,186.18
610,2022-08-23,Office Supplies,Paper,Central,Same Day,89.82
611,2021-08-28,Office Supplies,Paper,Central,Standard Class,73.76
612,2023-01-03,Technology,Copiers,East,Standard Class,548.9
613,2023-11-30,Office Supplies,Storage,West,Second Class,241.02
614,2021-04-09,Furniture,Tables,South,Same Day,354.22
615,2021-03-10,Office Supplies,Paper,South,Same Day,265.17
616,2023-06-13,Office Supplies,Binders,Central,First Class,74.76
617,2022-08-08,Office Supplies,Storage,West,Second Class,53.49
618,2022-05-17,Furniture,Bookcases,Central,Standard Class,175.92
619,2022-09-29,Office Supplies,Storage,West,Same Day,188.38
620,2021-07-01,Office Supplies,Storage,East,Same Day,188.28
621,2022-07-09,Technology,Phones,South,First Class,192.74
622,2021-02-02,Technology,Accessories,East,Second Class,906.35
623,2021-05-20,Office Supplies,Paper,South,First Class,507.29
624,2022-10-03,Technology,Phones,West,Standard Class,299.15
625,2021-01-04,Furniture,Tables,South,Same Day,236.39
626,2023-02-10,Furniture,Chairs,South,Second Class,242.86
627,2021-11-27,Furniture,Tables,South,First Class,420.41
628,2021-10-29,Furniture,Bookcases,West,Second Class,234.69
629,2023-12-04,Office Supplies,Storage,East,First Class,472.74
630,2021-05-27,Technology,Phones,East,First Class,323.28
631,2023-11-18,Office Supplies,Storage,West,Same Day,911.67
632,2021-07-29,Office Supplies,Storage,Central,First Class,223.93
633,2022-01-01,Office Supplies,Binders,West,Same Day,531.86
634,2023-01-16,Furniture,Chairs,East,First Class,97.85
635,2022-05-13,Technology,Copiers,South,Second Class,147.62
636,2021-03-13,Office Supplies,Binders,Central,Standard Class,834.0
637,2022-06-04,Office Supplies,Storage,South,Second Class,459.17
638,2023-06-12,Office Supplies,Paper,West,First Class,358.8
639,2021-12-02,Furniture,Chairs,South,First Class,1063.98
640,2022-07-03,Office Supplies,Storage,Central,Same Day,239.01
641,2022-12-25,Office Supplies,Storage,West,Same Day,531.01
642,2021-08-10,Furniture,Chairs,Central,Second Class,557.52
643,2022-10-07,Technology,Copiers,Central,Standard Class,718.47
644,2023-12-03,Office Supplies,Storage,South,First Class,87.23
645,2021-05-30,Technology,Accessories,East,Standard Class,237.78
646,2022-03-14,Technology,Phones,West,Second Class,319.22
647,2023-12-02,Furniture,Bookcases,West,Second Class,710.78
648,2021-09-20,Technology,Phones,Central,First Class,348.51
649,2021-02-05,Technology,Accessories,Central,Standard Class,558.32
650,2021-10-27,Furniture,Tables,South,Second Class,79.66
651,2023-11-06,Furniture,Tables,Central,Second Class,196.69
652,2023-05-09,Technology,Phones,Central,First Class,622.24
653,2023-12-24,Office Supplies,Storage,West,Second Class,217.96
654,2021-01-03,Technology,Accessories,East,Second Class,253.03
655,2023-10-09,Technology,Phones,Central,Same Day,703.34
656,2021-05-22,Furniture,Tables,East,Second Class,119.24
657,2023-03-22,Furniture,Chairs,West,Standard Class,145.56
658,2022-10-24,Technology,Phones,South,First Class,71.35
659,2022-12-12,Office Supplies,Paper,Central,Same Day,721.84
660,2021-03-29,Office Supplies,Paper,East,Standard Class,500.97
661,2021-11-22,Furniture,Chairs,East,Standard Class,492.38
662,2021-02-04,Technology,Copiers,West,Same Day,192.22
663,2023-06-25,Technology,Copiers,Central,First Class,65.91
664,2023-06-08,Furniture,Bookcases,Central,Same Day,47.57
665,2021-06-06,Furniture,Chairs,Central,Standard Class,625.29
666,2021-07-27,Furniture,Tables,East,First Class,375.87
667,2021-09-30,Office Supplies,Binders,West,Standard Class,427.65
668,2021-03-02,Technology,Copiers,East,Standard Class,308.5
669,2022-04-23,Technology,Copiers,West,First Class,130.57
670,2023-06-29,Technology,Copiers,South,Second Class,199.49
671,2023-08-26,Office Supplies,Binders,West,Same Day,103.27
672,2021-06-09,Furniture,Tables,East,Standard Class,91.4
673,2023-08-26,Technology,Phones,South,Standard Class,473.33
674,2022-09-09,Technology,Copiers,East,First Class,52.53
675,2022-07-30,Furniture,Chairs,West,First Class,103.93
676,2022-08-03,Furniture,Tables,Central,Second Class,208.97
677,2023-01-29,Furniture,Tables,South,Second Class,270.97
678,2022-03-29,Office Supplies,Binders,East,Standard Class,70.43
679,2023-03-10,Furniture,Tables,South,Same Day,345.37
680,2022-03-26,Furniture,Chairs,East,Standard Class,295.92
681,2022-08-06,Technology,Phones,South,Second Class,618.13
682,2023-08-18,Furniture,Chairs,East,Standard Class,274.44
683,2021-06-12,Technology,Accessories,East,First Class,370.66
684,2023-04-11,Office Supplies,Paper,South,Second Class,137.21
685,2023-01-14,Technology,Accessories,South,Standard Class,142.35
686,2022-02-12,Technology,Accessories,South,Second Class,78.2
687,2023-03-16,Office Supplies,Paper,Central,First Class,138.39
688,2022-11-16,Office Supplies,Binders,South,Same Day,197.12
689,2021-12-24,Office Supplies,Paper,Central,Second Class,577.83
690,2022-03-10,Furniture,Tables,East,Standard Class,120.62
691,2023-04-23,Office Supplies,Storage,South,Second Class,937.97
692,2021-08-03,Office Supplies,Paper,East,Standard Class,393.91
693,2023-12-25,Office Supplies,Paper,South,Same Day,339.0
694,2022-10-30,Office Supplies,Paper,South,Same Day,258.58
695,2023-04-10,Technology,Copiers,West,Second Class,222.6
696,2021-03-13,Technology,Copiers,East,First Class,156.84
697,2021-12-28,Office Supplies,Storage,East,Same Day,67.5
698,2023-04-09,Furniture,Tables,South,Standard Class,124.43
699,2022-05-14,Office Supplies,Paper,South,First Class,720.7
700,2023-05-20,Technology,Copiers,South,Standard Class,377.16
701,2023-11-22,Technology,Phones,Central,Second Class,716.5
702,2023-08-14,Office Supplies,Binders,East,Second Class,153.43
703,2022-07-25,Office Supplies,Binders,East,Same Day,100.48
704,2021-01-10,Furniture,Chairs,Central,Same Day,256.66
705,2023-11-24,Technology,Phones,South,Same Day,128.57
706,2022-05-21,Furniture,Tables,West,Standard Class,298.06
707,2021-11-30,Furniture,Bookcases,East,First Class,53.53
708,2023-12-17,Office Supplies,Binders,West,Same Day,28.56
709,2022-01-01,Furniture,Bookcases,East,First Class,329.66
710,2021-10-29,Furniture,Bookcases,Central,Same Day,733.9
711,2022-03-01,Office Supplies,Binders,South,First Class,340.24
712,2023-11-16,Furniture,Tables,South,Same Day,374.45
713,2022-08-10,Technology,Copiers,South,First Class,265.01
714,2023-07-28,Furniture,Chairs,West,First Class,284.25
715,2022-01-24,Technology,Phones,Central,Standard Class,64.01
716,2023-08-27,Furniture,Bookcases,South,Standard Class,132.9
717,2021-11-29,Furniture,Bookcases,South,First Class,573.89
718,2021-08-11,Furniture,Tables,West,Second Class,193.6
719,2023-10-29,Furniture,Chairs,West,Same Day,566.18
720,2021-07-15,Furniture,Tables,South,First Class,278.46
721,2022-09-27,Office Supplies,Binders,South,Standard Class,289.06
722,2021-11-01,Furniture,Tables,East,Standard Class,194.79
723,2022-05-27,Furniture,Bookcases,Central,Second Class,413.72
724,2021-01-11,Furniture,Bookcases,East,Same Day,484.8
725,2022-02-02,Furniture,Chairs,East,Standard Class,126.59
726,2021-07-09,Furniture,Chairs,West,Same Day,70.66
727,2023-01-24,Furniture,Tables,South,Standard Class,36.36
728,2021-09-06,Technology,Accessories,East,Second Class,361.84
729,2023-03-06,Technology,Phones,Central,First Class,333.05
730,2021-05-30,Office Supplies,Paper,West,Same Day,1110.2
731,2023-11-01,Furniture,Tables,South,Same Day,266.18
732,2022-10-10,Technology,Phones,South,First Class,231.33
733,2023-08-12,Technology,Copiers,East,First Class,305.44
734,2021-07-22,Technology,Accessories,West,Second Class,317.61
735,2024-01-01,Office Supplies,Binders,West,Standard Class,217.63
736,2022-05-02,Technology,Copiers,South,Standard Class,130.35
737,2022-09-03,Technology,Phones,West,First Class,255.5
738,2022-05-27,Technology,Phones,West,Same Day,248.24
739,2021-01-20,Technology,Accessories,Central,First Class,245.18
740,2023-03-22,Furniture,Chairs,South,Standard Class,444.15
741,2021-03-04,Furniture,Tables,South,Second Class,252.01
742,2022-01-01,Technology,Copiers,East,First Class,72.29
743,2023-12-20,Office Supplies,Storage,East,Same Day,149.57
744,2022-02-28,Office Supplies,Storage,East,First Class,215.51
745,2021-03-02,Furniture,Tables,South,Standard Class,261.13
746,2022-04-14,Furniture,Bookcases,South,Same Day,367.24
747,2022-10-23,Furniture,Chairs,South,First Class,262.69
748,2021-02-15,Technology,Accessories,Central,Standard Class,29.4
749,2021-05-04,Technology,Accessories,West,Second Class,81.29
750,2022-12-08,Furniture,Chairs,Central,Second Class,385.1
751,2022-02-22,Office Supplies,Paper,South,Second Class,210.9
752,2021-05-26,Office Supplies,Storage,Central,Standard Class,279.91
753,2022-03-18,Furniture,Chairs,Central,Standard Class,190.24
754,2023-05-25,Furniture,Chairs,East,Standard Class,149.04
755,2022-11-14,Office Supplies,Binders,South,Same Day,195.88
756,2022-03-15,Office Supplies,Storage,Central,Second Class,282.4
757,2022-03-27,Furniture,Tables,Central,Same Day,250.59
758,2022-12-22,Office Supplies,Binders,South,Same Day,482.65
759,2021-12-07,Technology,Copiers,South,Same Day,58.61
760,2023-03-10,Technology,Phones,Central,Same Day,67.73
761,2023-01-04,Office Supplies,Storage,Central,First Class,208.95
762,2023-03-13,Office Supplies,Paper,Central,First Class,370.2
763,2021-08-04,Technology,Copiers,Central,Second Class,427.71
764,2022-10-15,Office Supplies,Storage,West,Standard Class,154.15
765,2022-03-15,Office Supplies,Paper,Central,Same Day,9.07
766,2022-03-21,Technology,Accessories,East,Standard Class,158.44
767,2021-06-13,Office Supplies,Binders,East,Same Day,333.81
768,2021-11-09,Technology,Accessories,Central,First Class,247.05
769,2022-03-14,Technology,Accessories,East,Same Day,379.79
770,2021-02-19,Technology,Accessories,West,Same Day,560.68
771,2022-09-24,Furniture,Chairs,Central,Same Day,220.54
772,2021-04-12,Office Supplies,Paper,Central,Second Class,173.61
773,2021-09-09,Office Supplies,Storage,West,Same Day,114.82
774,2022-12-03,Technology,Phones,West,Same Day,67.33
775,2021-04-11,Furniture,Bookcases,East,Standard Class,49.64
776,2023-02-15,Furniture,Chairs,East,Standard Class,141.53
777,2022-07-04,Technology,Phones,East,Standard Class,510.29
778,2023-07-16,Office Supplies,Paper,Central,Standard Class,405.6
779,2021-01-28,Technology,Phones,South,Same Day,166.92
780,2022-12-12,Office Supplies,Paper,East,Same Day,943.67
781,2021-06-03,Office Supplies,Paper,Central,Second Class,150.09
782,2022-07-13,Technology,Accessories,East,Same Day,596.3
783,2023-08-18,Office Supplies,Paper,South,First Class,690.69
784,2022-09-02,Office Supplies,Paper,East,Same Day,350.07
785,2023-11-29,Technology,Copiers,Central,Standard Class,140.39
786,2022-02-12,Office Supplies,Paper,East,Second Class,185.72
787,2023-06-09,Office Supplies,Paper,South,Same Day,287.5
788,2023-04-11,Office Supplies,Paper,Central,First Class,69.35
789,2021-09-03,Office Supplies,Paper,Central,Second Class,105.1
790,2022-08-12,Office Supplies,Storage,Central,Standard Class,97.13
791,2023-10-06,Furniture,Chairs,Central,Same Day,368.99
792,2021-05-06,Furniture,Chairs,West,Standard Class,557.08
793,2023-04-19,Furniture,Chairs,East,First Class,416.67
794,2021-12-17,Office Supplies,Storage,East,Second Class,496.74
795,2022-12-27,Technology,Phones,West,Second Class,130.22
796,2021-01-08,Furniture,Bookcases,Central,Second Class,192.57
797,2023-04-22,Furniture,Chairs,West,First Class,204.5
798,2023-04-06,Technology,Copiers,Central,First Class,349.08
799,2021-11-26,Office Supplies,Paper,Central,Second Class,144.94
800,2022-03-15,Technology,Copiers,East,Standard Class,476.16
801,2023-08-26,Technology,Phones,West,First Class,678.16
802,2023-01-17,Technology,Accessories,Central,Same Day,361.8
803,2021-05-17,Office Supplies,Storage,West,Second Class,185.78
804,2021-07-08,Office Supplies,Storage,Central,Same Day,120.16
805,2023-04-19,Technology,Phones,Central,Second Class,97.35
806,2021-11-22,Technology,Phones,South,Standard Class,29.83
807,2023-09-11,Technology,Copiers,South,Standard Class,209.56
808,2022-12-27,Technology,Accessories,East,Same Day,200.14
809,2021-07-22,Technology,Phones,South,Same Day,456.39
810,2022-05-03,Office Supplies,Paper,South,First Class,153.23
811,2021-07-07,Technology,Copiers,West,Second Class,219.01
812,2021-03-17,Furniture,Bookcases,East,Same Day,308.81
813,2021-02-11,Furniture,Bookcases,South,Standard Class,357.64
814,2022-08-07,Office Supplies,Storage,East,Second Class,421.02
815,2023-07-11,Furniture,Chairs,Central,Same Day,286.72
816,2023-04-22,Technology,Accessories,West,Same Day,73.57
817,2021-01-21,Furniture,Chairs,South,Second Class,335.66
818,2023-03-07,Furniture,Chairs,South,Standard Class,143.89
819,2021-10-24,Office Supplies,Binders,South,Second Class,574.63
820,2022-05-10,Furniture,Bookcases,West,Second Class,254.14
821,2022-04-20,Office Supplies,Binders,East,First Class,299.58
822,2023-09-12,Furniture,Chairs,West,Second Class,1168.03
823,2023-11-13,Office Supplies,Storage,West,Second Class,426.1
824,2022-10-07,Technology,Phones,Central,Standard Class,331.31
825,2023-12-21,Furniture,Chairs,East,Same Day,224.14
826,2023-04-11,Furniture,Chairs,Central,Second Class,79.96
827,2022-02-26,Furniture,Bookcases,East,Same Day,211.67
828,2023-07-02,Office Supplies,Storage,West,Second Class,118.82
829,2021-04-29,Furniture,Chairs,Central,Same Day,732.84
830,2022-01-20,Technology,Phones,South,Standard Class,334.48
831,2022-07-23,Technology,Accessories,Central,Standard Class,560.7
832,2023-12-05,Technology,Copiers,Central,Second Class,149.53
833,2021-05-16,Office Supplies,Paper,South,Second Class,126.73
834,2023-08-15,Office Supplies,Binders,West,First Class,397.72
835,2022-08-18,Technology,Accessories,South,First Class,114.51
836,2022-12-14,Technology,Phones,South,Second Class,174.49
837,2021-06-19,Office Supplies,Storage,West,Second Class,755.71
838,2022-08-22,Technology,Copiers,West,Same Day,180.32
839,2023-11-28,Office Supplies,Storage,East,Second Class,63.64
840,2023-05-05,Furniture,Tables,East,Second Class,40.55
841,2022-02-06,Office Supplies,Binders,South,Standard Class,55.66
842,2023-01-05,Technology,Copiers,Central,Second Class,582.87
843,2021-11-06,Office Supplies,Paper,Central,Standard Class,157.64
844,2022-02-19,Technology,Phones,West,Standard Class,1144.66
845,2023-09-06,Technology,Accessories,West,Second Class,683.31
846,2021-03-07,Office Supplies,Paper,West,Second Class,874.44
847,2022-10-03,Furniture,Chairs,East,Second Class,505.37
848,2021-09-05,Technology,Accessories,West,Standard Class,383.19
849,2022-01-31,Technology,Phones,West,First Class,122.67
850,2022-12-27,Office Supplies,Paper,East,Same Day,249.35
851,2023-02-22,Technology,Phones,East,First Class,410.56
852,2021-02-17,Furniture,Bookcases,Central,Same Day,484.38
853,2021-11-25,Furniture,Tables,Central,Second Class,87.68
854,2021-02-05,Furniture,Bookcases,West,Same Day,214.34
855,2023-05-08,Office Supplies,Storage,East,Same Day,234.33
856,2022-08-28,Technology,Phones,East,Same Day,227.16
857,2023-01-24,Technology,Phones,West,Same Day,99.49
858,2022-03-24,Furniture,Tables,Central,Second Class,808.35
859,2021-10-04,Office Supplies,Storage,South,Second Class,208.66
860,2023-07-26,Furniture,Bookcases,East,Second Class,106.43
861,2021-08-21,Furniture,Tables,Central,Second Class,821.34
862,2022-05-27,Technology,Accessories,South,Second Class,683.74
863,2021-03-27,Office Supplies,Paper,East,Same Day,278.29
864,2023-08-19,Furniture,Bookcases,South,Same Day,170.18
865,2023-09-22,Technology,Copiers,Central,Standard Class,50.89
866,2022-10-02,Technology,Copiers,East,Standard Class,363.23
867,2023-09-29,Technology,Accessories,South,First Class,160.38
868,2021-03-13,Office Supplies,Binders,West,Same Day,244.71
869,2023-11-29,Furniture,Chairs,West,Second Class,774.19
870,2023-10-21,Technology,Phones,East,Second Class,150.58
871,2022-09-23,Office Supplies,Paper,Central,First Class,352.21
872,2023-06-02,Office Supplies,Storage,South,Same Day,429.63
873,2023-06-06,Technology,Accessories,Central,First Class,570.81
874,2023-07-17,Office Supplies,Paper,East,Standard Class,231.1
875,2023-05-11,Technology,Accessories,South,Standard Class,212.6
876,2021-02-14,Technology,Accessories,East,Second Class,208.66
877,2022-07-23,Office Supplies,Paper,Central,First Class,328.1
878,2022-03-06,Furniture,Bookcases,South,Same Day,664.78
879,2023-12-16,Technology,Copiers,West,Standard Class,201.09
880,2021-08-03,Technology,Copiers,Central,Second Class,13.09
881,2021-05-25,Technology,Accessories,East,Second Class,463.24
882,2023-11-11,Office Supplies,Binders,Central,Same Day,263.2
883,2023-07-08,Technology,Copiers,West,Standard Class,363.81
884,2023-07-22,Furniture,Bookcases,West,First Class,53.07
885,2023-05-29,Technology,Accessories,East,Same Day,160.91
886,2021-04-11,Furniture,Chairs,South,Standard Class,437.51
887,2021-07-09,Furniture,Chairs,East,First Class,77.28
888,2022-07-22,Office Supplies,Binders,East,First Class,351.64
889,2023-05-16,Furniture,Tables,West,Same Day,243.16
890,2022-01-02,Technology,Phones,East,Same Day,133.02
891,2021-04-03,Office Supplies,Paper,Central,Same Day,123.63
892,2021-01-20,Furniture,Tables,South,Second Class,100.37
893,2022-10-15,Office Supplies,Paper,South,Same Day,262.14
894,2021-06-18,Furniture,Chairs,East,Second Class,285.75
895,2021-12-05,Technology,Phones,East,Standard Class,185.45
896,2023-06-05,Office Supplies,Paper,South,Standard Class,94.55
897,2022-05-03,Technology,Accessories,West,Second Class,344.43
898,2022-11-10,Office Supplies,Paper,South,Standard Class,469.08
899,2022-09-28,Office Supplies,Binders,Central,Same Day,390.09
900,2022-06-13,Furniture,Chairs,Central,First Class,897.58
901,2021-08-14,Technology,Accessories,West,Same Day,216.23
902,2023-07-22,Office Supplies,Binders,Central,First Class,621.94
903,2022-10-19,Furniture,Bookcases,East,Second Class,144.61
904,2022-06-30,Office Supplies,Storage,Central,Same Day,124.98
905,2022-06-07,Technology,Accessories,West,Second Class,274.52
906,2021-03-20,Furniture,Tables,East,Second Class,715.05
907,2023-11-23,Technology,Copiers,Central,First Class,197.64
908,2023-07-22,Technology,Copiers,South,Standard Class,53.03
909,2022-07-29,Furniture,Bookcases,West,First Class,462.97
910,2023-02-26,Furniture,Bookcases,West,Second Class,235.23
911,2021-04-21,Furniture,Bookcases,South,Same Day,312.43
912,2022-05-25,Furniture,Chairs,East,Same Day,130.85
913,2021-09-04,Office Supplies,Paper,East,Standard Class,272.58
914,2021-04-24,Furniture,Bookcases,East,Standard Class,62.11
915,2021-12-19,Furniture,Tables,West,First Class,816.51
916,2021-01-04,Office Supplies,Paper,South,Second Class,522.9
917,2021-02-24,Office Supplies,Storage,South,Second Class,263.37
918,2023-11-20,Office Supplies,Paper,South,Second Class,454.17
919,2022-01-19,Furniture,Chairs,East,First Class,144.94
920,2021-03-22,Technology,Phones,South,First Class,507.19
921,2022-02-11,Technology,Accessories,South,Second Class,190.61
922,2023-06-06,Office Supplies,Binders,South,Standard Class,179.7
923,2022-02-21,Office Supplies,Paper,South,First Class,106.9
924,2021-03-11,Technology,Copiers,South,First Class,341.33
925,2021-01-16,Office Supplies,Storage,West,First Class,254.72
